ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Value_in_Source
2546,Epena,kh_u006Bu02B0,kʰ,,,harms1984a,kʰ
2547,Epena,p_u0070,p,,,harms1984a,p
2548,Epena,t_u0074,t,,,harms1984a,t
2549,Epena,ts_u0074u0283,tʃ,,,harms1984a,tʃ
2550,Epena,k_u006B,k,,,harms1984a,k
2551,Epena,_u0294,ʔ,,,harms1984a,ʔ
2552,Epena,b_u0062,b,,,harms1984a,b
2553,Epena,d_u0064,d,,,harms1984a,d
2554,Epena,g_u0261,ɡ,,,harms1984a,ɡ
2555,Epena,s_u0073,s,,,harms1984a,s
2556,Epena,h_u0068,h,,,harms1984a,h
2557,Epena,j_u006A,j,,,harms1984a,j
2558,Epena,w_u0077,w,,,harms1984a,w
2559,Epena,r_u0072,r,,,harms1984a,r
2560,Epena,r_u027E,ɾ,,,harms1984a,ɾ
2561,Epena,i_u0069,i,,,harms1984a,i
2562,Epena,i_u0069u0303,ĩ,,,harms1984a,ĩ
2563,Epena,i_u0069u02D0,iː,,,harms1984a,iː
2564,Epena,i_u0268,ɨ,,,harms1984a,ɨ
2565,Epena,i_u0268u0303,ɨ̃,,,harms1984a,ɨ̃
2566,Epena,i_u0268u02D0,ɨː,,,harms1984a,ɨː
2567,Epena,u_u0075,u,,,harms1984a,u
2568,Epena,u_u0075u0303,ũ,,,harms1984a,ũ
2569,Epena,u_u0075u02D0,uː,,,harms1984a,uː
2570,Epena,e_u0065,e,,,harms1984a,e
2571,Epena,e_u0065u0303,ẽ,,,harms1984a,ẽ
2572,Epena,e_u0065u02D0,eː,,,harms1984a,eː
2573,Epena,_u0259,ə,,,harms1984a,ə
2574,Epena,_u0259u0303,ə̃,,,harms1984a,ə̃
2575,Epena,_u0259u02D0,əː,,,harms1984a,əː
2576,Epena,o_u006F,o,,,harms1984a,o
2577,Epena,o_u006Fu0303,õ,,,harms1984a,õ
2578,Epena,o_u006Fu02D0,oː,,,harms1984a,oː
2579,Epena,a_u0061,a,,,harms1984a,a
2580,Epena,a_u0061u0303,ã,,,harms1984a,ã
2581,Epena,a_u0061u02D0,aː,,,harms1984a,aː
2582,EseEja,p_u0070,p,,,chavarria2012a,p
2583,EseEja,t_u0074,t,,,chavarria2012a,t
2584,EseEja,k_u006B,k,,,chavarria2012a,k
2585,EseEja,kw_u006Bu02B7,kʷ,,,chavarria2012a,kʷ
2586,EseEja,_u0294,ʔ,,,chavarria2012a,ʔ
2587,EseEja,b_u0253,ɓ,,,chavarria2012a,ɓ
2588,EseEja,d_u0257,ɗ,,,chavarria2012a,ɗ
2589,EseEja,ts_u0074u0073,ts,,,chavarria2012a,ts
2590,EseEja,ts_u0074u0283,tʃ,,,chavarria2012a,tʃ
2591,EseEja,s_u0073,s,,,chavarria2012a,s
2592,EseEja,s_u0283,ʃ,,,chavarria2012a,ʃ
2593,EseEja,x_u0078,x,,,chavarria2012a,x
2594,EseEja,h_u0068,h,,,chavarria2012a,h
2595,EseEja,m_u006D,m,,,chavarria2012a,m
2596,EseEja,n_u006E,n,,,chavarria2012a,n
2597,EseEja,n_u0272,ɲ,,,chavarria2012a,ɲ
2598,EseEja,j_u006A,j,,,chavarria2012a,j
2599,EseEja,w_u0077,w,,,chavarria2012a,w
2600,EseEja,i_u0069,i,,,chavarria2012a,i
2601,EseEja,e_u0065,e,,,chavarria2012a,e
2602,EseEja,o_u006F,o,,,chavarria2012a,o
2603,EseEja,a_u0061,a,,,chavarria2012a,a
2604,EseEjja,p_u0070,p,,,vuillermet2006a,p
2605,EseEjja,t_u0074,t,,,vuillermet2006a,t
2606,EseEjja,ts_u0074u0283,tʃ,,,vuillermet2006a,tʃ
2607,EseEjja,k_u006B,k,,,vuillermet2006a,k
2608,EseEjja,kw_u006Bu02B7,kʷ,,,vuillermet2006a,kʷ
2609,EseEjja,_u0294,ʔ,,,vuillermet2006a,ʔ
2610,EseEjja,b_u0253u0325,ɓ̥,,,vuillermet2006a,ɓ̥
2611,EseEjja,d_u0257u0325,ɗ̥,,,vuillermet2006a,ɗ̥
2612,EseEjja,s_u0073,s,,,vuillermet2006a,s
2613,EseEjja,s_u0283,ʃ,,,vuillermet2006a,ʃ
2614,EseEjja,x_u0078,x,,,vuillermet2006a,x
2615,EseEjja,h_u0068,h,,,vuillermet2006a,h
2616,EseEjja,m_u006D,m,,,vuillermet2006a,m
2617,EseEjja,n_u006E,n,,,vuillermet2006a,n
2618,EseEjja,n_u0272,ɲ,,,vuillermet2006a,ɲ
2619,EseEjja,j_u006A,j,,,vuillermet2006a,j
2620,EseEjja,w_u0077,w,,,vuillermet2006a,w
2621,EseEjja,i_u0069,i,,,vuillermet2006a,i
2622,EseEjja,e_u0065,e,,,vuillermet2006a,e
2623,EseEjja,o_u006F,o,,,vuillermet2006a,o
2624,EseEjja,a_u0061,a,,,vuillermet2006a,a
2625,FerrenafeQ,p_u0070,p,,,taylor1982a,p
2626,FerrenafeQ,t_u0074,t,,,taylor1982a,t
2627,FerrenafeQ,ts_u0074u0283,tʃ,,,taylor1982a,tʃ
2628,FerrenafeQ,ts_u0288u0282,ʈʂ,,,taylor1982a,ʈʂ
2629,FerrenafeQ,k_u006B,k,,,taylor1982a,k
2630,FerrenafeQ,q_u0071,q,,,taylor1982a,q
2631,FerrenafeQ,s_u0073,s,,,taylor1982a,s
2632,FerrenafeQ,s_u0283,ʃ,,,taylor1982a,ʃ
2633,FerrenafeQ,z_u0292,ʒ,,,taylor1982a,ʒ
2634,FerrenafeQ,m_u006D,m,,,taylor1982a,m
2635,FerrenafeQ,n_u006E,n,,,taylor1982a,n
2636,FerrenafeQ,n_u0272,ɲ,,,taylor1982a,ɲ
2637,FerrenafeQ,j_u006A,j,,,taylor1982a,j
2638,FerrenafeQ,w_u0077,w,,,taylor1982a,w
2639,FerrenafeQ,r_u027E,ɾ,,,taylor1982a,ɾ
2640,FerrenafeQ,l_u006C,l,,,taylor1982a,l
2641,FerrenafeQ,i_u0069,i,,,taylor1982a,i
2642,FerrenafeQ,u_u0075,u,,,taylor1982a,u
2643,FerrenafeQ,a_u0061,a,,,taylor1982a,a
2644,GaviaoJ,p_u0070,p,,,moore1984a,p
2645,GaviaoJ,t_u0074,t,,,moore1984a,t
2646,GaviaoJ,ts_u0074u0073,ts,,,moore1984a,ts
2647,GaviaoJ,cc_u0063u0063u0327,cç,,,moore1984a,cç
2648,GaviaoJ,k_u006B,k,,,moore1984a,k
2649,GaviaoJ,_u0294,ʔ,,,moore1984a,ʔ
2650,GaviaoJ,b_u0062,b,,,moore1984a,b
2651,GaviaoJ,d_u0064,d,,,moore1984a,d
2652,GaviaoJ,dz_u0064u007A,dz,,,moore1984a,dz
2653,GaviaoJ,jj_u025Fu029D,ɟʝ,,,moore1984a,ɟʝ
2654,GaviaoJ,g_u0261,ɡ,,,moore1984a,ɡ
2655,GaviaoJ,b_u03B2,β,,,moore1984a,β
2656,GaviaoJ,m_u006D,m,,,moore1984a,m
2657,GaviaoJ,n_u006E,n,,,moore1984a,n
2658,GaviaoJ,n_u0272,ɲ,,,moore1984a,ɲ
2659,GaviaoJ,ng_u014B,ŋ,,,moore1984a,ŋ
2660,GaviaoJ,j_u006A,j,,,moore1984a,j
2661,GaviaoJ,r_u027E,ɾ,,,moore1984a,ɾ
2662,GaviaoJ,l_u006C,l,,,moore1984a,l
2663,GaviaoJ,i_u0069,i,,,moore1984a,i
2664,GaviaoJ,i_u0069u0303,ĩ,,,moore1984a,ĩ
2665,GaviaoJ,i_u0268,ɨ,,,moore1984a,ɨ
2666,GaviaoJ,i_u0268u0303,ɨ̃,,,moore1984a,ɨ̃
2667,GaviaoJ,e_u0065,e,,,moore1984a,e
2668,GaviaoJ,e_u0065u0303,ẽ,,,moore1984a,ẽ
2669,GaviaoJ,o_u006F,o,,,moore1984a,o
2670,GaviaoJ,o_u006Fu0303,õ,,,moore1984a,õ
2671,GaviaoJ,a_u0061,a,,,moore1984a,a
2672,GaviaoJ,a_u0061u0303,ã,,,moore1984a,ã
2673,GaviaoP,kh_u006Bu02B0,kʰ,,,amado2004a,kʰ
2674,GaviaoP,p_u0070,p,,,amado2004a,p
2675,GaviaoP,t_u0074,t,,,amado2004a,t
2676,GaviaoP,ts_u0074u0283,tʃ,,,amado2004a,tʃ
2677,GaviaoP,k_u006B,k,,,amado2004a,k
2678,GaviaoP,h_u0068,h,,,amado2004a,h
2679,GaviaoP,m_u006D,m,,,amado2004a,m
2680,GaviaoP,n_u006E,n,,,amado2004a,n
2681,GaviaoP,j_u006A,j,,,amado2004a,j
2682,GaviaoP,w_u0077,w,,,amado2004a,w
2683,GaviaoP,r_u027E,ɾ,,,amado2004a,ɾ
2684,GaviaoP,i_u0069,i,,,amado2004a,i
2685,GaviaoP,i_u0268,ɨ,,,amado2004a,ɨ
2686,GaviaoP,u_u0075,u,,,amado2004a,u
2687,GaviaoP,e_u0065,e,,,amado2004a,e
2688,GaviaoP,e_u0065u0303,ẽ,,,amado2004a,ẽ
2689,GaviaoP,_u0259,ə,,,amado2004a,ə
2690,GaviaoP,_u0259u0303,ə̃,,,amado2004a,ə̃
2691,GaviaoP,o_u006F,o,,,amado2004a,o
2692,GaviaoP,o_u006Fu0303,õ,,,amado2004a,õ
2693,GaviaoP,a_u0061,a,,,amado2004a,a
2694,Guahibo,th_u0074u02B0,tʰ,,,kondo1972a,tʰ
2695,Guahibo,p_u0070,p,,,kondo1972a,p
2696,Guahibo,t_u0074,t,,,kondo1972a,t
2697,Guahibo,k_u006B,k,,,kondo1972a,k
2698,Guahibo,b_u0062,b,,,kondo1972a,b
2699,Guahibo,d_u0064,d,,,kondo1972a,d
2700,Guahibo,ts_u0074u0073,ts,,,kondo1972a,ts
2701,Guahibo,f_u0278,ɸ,,,kondo1972a,ɸ
2702,Guahibo,s_u0073,s,,,kondo1972a,s
2703,Guahibo,x_u0078,x,,,kondo1972a,x
2704,Guahibo,h_u0068,h,,,kondo1972a,h
2705,Guahibo,m_u006D,m,,,kondo1972a,m
2706,Guahibo,n_u006E,n,,,kondo1972a,n
2707,Guahibo,j_u006A,j,,,kondo1972a,j
2708,Guahibo,w_u0077,w,,,kondo1972a,w
2709,Guahibo,r_u027E,ɾ,,,kondo1972a,ɾ
2710,Guahibo,l_u006C,l,,,kondo1972a,l
2711,Guahibo,i_u0069,i,,,kondo1972a,i
2712,Guahibo,i_u0069u0303,ĩ,,,kondo1972a,ĩ
2713,Guahibo,i_u0069u02D0,iː,,,kondo1972a,iː
2714,Guahibo,i_u0268,ɨ,,,kondo1972a,ɨ
2715,Guahibo,i_u0268u0303,ɨ̃,,,kondo1972a,ɨ̃
2716,Guahibo,i_u0268u02D0,ɨː,,,kondo1972a,ɨː
2717,Guahibo,u_u0075,u,,,kondo1972a,u
2718,Guahibo,u_u0075u0303,ũ,,,kondo1972a,ũ
2719,Guahibo,u_u0075u02D0,uː,,,kondo1972a,uː
2720,Guahibo,e_u0065,e,,,kondo1972a,e
2721,Guahibo,e_u0065u0303,ẽ,,,kondo1972a,ẽ
2722,Guahibo,e_u0065u02D0,eː,,,kondo1972a,eː
2723,Guahibo,o_u006F,o,,,kondo1972a,o
2724,Guahibo,o_u006Fu0303,õ,,,kondo1972a,õ
2725,Guahibo,o_u006Fu02D0,oː,,,kondo1972a,oː
2726,Guahibo,a_u0061,a,,,kondo1972a,a
2727,Guahibo,a_u0061u0303,ã,,,kondo1972a,ã
2728,Guahibo,a_u0061u02D0,aː,,,kondo1972a,aː
2729,Guaja,p_u0070,p,,,nascimento2008a,p
2730,Guaja,t_u0074,t,,,nascimento2008a,t
2731,Guaja,ts_u0074u0283,tʃ,,,nascimento2008a,tʃ
2732,Guaja,k_u006B,k,,,nascimento2008a,k
2733,Guaja,kw_u006Bu02B7,kʷ,,,nascimento2008a,kʷ
2734,Guaja,_u0294,ʔ,,,nascimento2008a,ʔ
2735,Guaja,h_u0068,h,,,nascimento2008a,h
2736,Guaja,m_u006D,m,,,nascimento2008a,m
2737,Guaja,n_u006E,n,,,nascimento2008a,n
2738,Guaja,j_u006A,j,,,nascimento2008a,j
2739,Guaja,w_u0077,w,,,nascimento2008a,w
2740,Guaja,r_u027E,ɾ,,,nascimento2008a,ɾ
2741,Guaja,i_u0069,i,,,nascimento2008a,i
2742,Guaja,i_u0069u0303,ĩ,,,nascimento2008a,ĩ
2743,Guaja,i_u0268,ɨ,,,nascimento2008a,ɨ
2744,Guaja,i_u0268u0303,ɨ̃,,,nascimento2008a,ɨ̃
2745,Guaja,u_u0075,u,,,nascimento2008a,u
2746,Guaja,u_u0075u0303,ũ,,,nascimento2008a,ũ
2747,Guaja,e_u0065,e,,,nascimento2008a,e
2748,Guaja,e_u0065u0303,ẽ,,,nascimento2008a,ẽ
2749,Guaja,o_u006F,o,,,nascimento2008a,o
2750,Guaja,o_u006Fu0303,õ,,,nascimento2008a,õ
2751,Guaja,a_u0061,a,,,nascimento2008a,a
2752,Guaja,a_u0061u0303,ã,,,nascimento2008a,ã
2753,Guajajara,p_u0070,p,,,bendor-samuel1972a,p
2754,Guajajara,t_u0074,t,,,bendor-samuel1972a,t
2755,Guajajara,k_u006B,k,,,bendor-samuel1972a,k
2756,Guajajara,kw_u006Bu02B7,kʷ,,,bendor-samuel1972a,kʷ
2757,Guajajara,_u0294,ʔ,,,bendor-samuel1972a,ʔ
2758,Guajajara,ts_u0074u0073,ts,,,bendor-samuel1972a,ts
2759,Guajajara,z_u007A,z,,,bendor-samuel1972a,z
2760,Guajajara,h_u0068,h,,,bendor-samuel1972a,h
2761,Guajajara,m_u006D,m,,,bendor-samuel1972a,m
2762,Guajajara,n_u006E,n,,,bendor-samuel1972a,n
2763,Guajajara,ng_u014B,ŋ,,,bendor-samuel1972a,ŋ
2764,Guajajara,ngw_u014Bu02B7,ŋʷ,,,bendor-samuel1972a,ŋʷ
2765,Guajajara,j_u006A,j,,,bendor-samuel1972a,j
2766,Guajajara,w_u0077,w,,,bendor-samuel1972a,w
2767,Guajajara,r_u027E,ɾ,,,bendor-samuel1972a,ɾ
2768,Guajajara,i_u0069,i,,,bendor-samuel1972a,i
2769,Guajajara,i_u0268,ɨ,,,bendor-samuel1972a,ɨ
2770,Guajajara,u_u0075,u,,,bendor-samuel1972a,u
2771,Guajajara,e_u025B,ɛ,,,bendor-samuel1972a,ɛ
2772,Guajajara,_u0259,ə,,,bendor-samuel1972a,ə
2773,Guajajara,o_u0254,ɔ,,,bendor-samuel1972a,ɔ
2774,Guajajara,a_u0061,a,,,bendor-samuel1972a,a
2775,Guambiano,p_u0070,p,,,branks1973a,p
2776,Guambiano,t_u0074,t,,,branks1973a,t
2777,Guambiano,k_u006B,k,,,branks1973a,k
2778,Guambiano,kw_u006Bu02B7,kʷ,,,branks1973a,kʷ
2779,Guambiano,_u0294,ʔ,,,branks1973a,ʔ
2780,Guambiano,ts_u0074u0073,ts,,,branks1973a,ts
2781,Guambiano,ts_u0074u0283,tʃ,,,branks1973a,tʃ
2782,Guambiano,ts_u0288u0282,ʈʂ,,,branks1973a,ʈʂ
2783,Guambiano,s_u0073,s,,,branks1973a,s
2784,Guambiano,s_u0283,ʃ,,,branks1973a,ʃ
2785,Guambiano,z_u0292,ʒ,,,branks1973a,ʒ
2786,Guambiano,s_u0282,ʂ,,,branks1973a,ʂ
2787,Guambiano,m_u006D,m,,,branks1973a,m
2788,Guambiano,n_u006E,n,,,branks1973a,n
2789,Guambiano,n_u0272,ɲ,,,branks1973a,ɲ
2790,Guambiano,j_u006A,j,,,branks1973a,j
2791,Guambiano,w_u0077,w,,,branks1973a,w
2792,Guambiano,r_u027E,ɾ,,,branks1973a,ɾ
2793,Guambiano,l_u006C,l,,,branks1973a,l
2794,Guambiano,y_u028E,ʎ,,,branks1973a,ʎ
2795,Guambiano,i_u0069,i,,,branks1973a,i
2796,Guambiano,i_u0268,ɨ,,,branks1973a,ɨ
2797,Guambiano,e_u0065,e,,,branks1973a,e
2798,Guambiano,o_u006F,o,,,branks1973a,o
2799,Guambiano,a_u0061,a,,,branks1973a,a
2800,Guarayu,p_u0070,p,,,urarepia2009a,p
2801,Guarayu,t_u0074,t,,,urarepia2009a,t
2802,Guarayu,k_u006B,k,,,urarepia2009a,k
2803,Guarayu,kw_u006Bu02B7,kʷ,,,urarepia2009a,kʷ
2804,Guarayu,_u0294,ʔ,,,urarepia2009a,ʔ
2805,Guarayu,gw_u0261u02B7,ɡʷ,,,urarepia2009a,ɡʷ
2806,Guarayu,mb_u006Du0062,mb,,,urarepia2009a,mb
2807,Guarayu,nd_u006Eu0064,nd,,,urarepia2009a,nd
2808,Guarayu,ngg_u014Bu0261,ŋɡ,,,urarepia2009a,ŋɡ
2809,Guarayu,ts_u0074u0073,ts,,,urarepia2009a,ts
2810,Guarayu,ts_u0074u0283,tʃ,,,urarepia2009a,tʃ
2811,Guarayu,b_u03B2,β,,,urarepia2009a,β
2812,Guarayu,m_u006D,m,,,urarepia2009a,m
2813,Guarayu,n_u006E,n,,,urarepia2009a,n
2814,Guarayu,n_u0272,ɲ,,,urarepia2009a,ɲ
2815,Guarayu,j_u006A,j,,,urarepia2009a,j
2816,Guarayu,r_u027E,ɾ,,,urarepia2009a,ɾ
2817,Guarayu,i_u0069,i,,,urarepia2009a,i
2818,Guarayu,i_u0069u0303,ĩ,,,urarepia2009a,ĩ
2819,Guarayu,i_u0268,ɨ,,,urarepia2009a,ɨ
2820,Guarayu,i_u0268u0303,ɨ̃,,,urarepia2009a,ɨ̃
2821,Guarayu,u_u0075,u,,,urarepia2009a,u
2822,Guarayu,u_u0075u0303,ũ,,,urarepia2009a,ũ
2823,Guarayu,e_u0065,e,,,urarepia2009a,e
2824,Guarayu,e_u0065u0303,ẽ,,,urarepia2009a,ẽ
2825,Guarayu,o_u006F,o,,,urarepia2009a,o
2826,Guarayu,o_u006Fu0303,õ,,,urarepia2009a,õ
2827,Guarayu,a_u0061,a,,,urarepia2009a,a
2828,Guarayu,a_u0061u0303,ã,,,urarepia2009a,ã
2829,Guato,p_u0070,p,,,postigo2009a,p
2830,Guato,b_u0062,b,,,postigo2009a,b
2831,Guato,t_u0074,t,,,postigo2009a,t
2832,Guato,d_u0064,d,,,postigo2009a,d
2833,Guato,ts_u0074u0283,tʃ,,,postigo2009a,tʃ
2834,Guato,dz_u0064u0292,dʒ,,,postigo2009a,dʒ
2835,Guato,k_u006B,k,,,postigo2009a,k
2836,Guato,g_u0261,ɡ,,,postigo2009a,ɡ
2837,Guato,kw_u006Bu02B7,kʷ,,,postigo2009a,kʷ
2838,Guato,gw_u0261u02B7,ɡʷ,,,postigo2009a,ɡʷ
2839,Guato,f_u0066,f,,,postigo2009a,f
2840,Guato,v_u0076,v,,,postigo2009a,v
2841,Guato,h_u0068,h,,,postigo2009a,h
2842,Guato,m_u006D,m,,,postigo2009a,m
2843,Guato,n_u006E,n,,,postigo2009a,n
2844,Guato,j_u006A,j,,,postigo2009a,j
2845,Guato,r_u027E,ɾ,,,postigo2009a,ɾ
2846,Guato,i_u0069,i,,,postigo2009a,i
2847,Guato,i_u0268,ɨ,,,postigo2009a,ɨ
2848,Guato,u_u0075,u,,,postigo2009a,u
2849,Guato,e_u0065,e,,,postigo2009a,e
2850,Guato,o_u006F,o,,,postigo2009a,o
2851,Guato,e_u025B,ɛ,,,postigo2009a,ɛ
2852,Guato,o_u0254,ɔ,,,postigo2009a,ɔ
2853,Guato,a_u0061,a,,,postigo2009a,a
2854,Guayabero,p_u0070,p,,,keels1985a,p
2855,Guayabero,t_u0074,t,,,keels1985a,t
2856,Guayabero,ts_u0074u0283,tʃ,,,keels1985a,tʃ
2857,Guayabero,k_u006B,k,,,keels1985a,k
2858,Guayabero,b_u0062,b,,,keels1985a,b
2859,Guayabero,d_u0064,d,,,keels1985a,d
2860,Guayabero,f_u0278,ɸ,,,keels1985a,ɸ
2861,Guayabero,s_u0073,s,,,keels1985a,s
2862,Guayabero,x_u0078,x,,,keels1985a,x
2863,Guayabero,h_u0068,h,,,keels1985a,h
2864,Guayabero,m_u006D,m,,,keels1985a,m
2865,Guayabero,n_u006E,n,,,keels1985a,n
2866,Guayabero,j_u006A,j,,,keels1985a,j
2867,Guayabero,w_u0077,w,,,keels1985a,w
2868,Guayabero,r_u027E,ɾ,,,keels1985a,ɾ
2869,Guayabero,l_u006C,l,,,keels1985a,l
2870,Guayabero,i_u0069,i,,,keels1985a,i
2871,Guayabero,i_u0268,ɨ,,,keels1985a,ɨ
2872,Guayabero,u_u0075,u,,,keels1985a,u
2873,Guayabero,e_u0065,e,,,keels1985a,e
2874,Guayabero,o_u006F,o,,,keels1985a,o
2875,Guayabero,a_u0061,a,,,keels1985a,a
2876,GununYajich,p_u0070u02BC,pʼ,,,viegas2005c,pʼ
2877,GununYajich,t_u0074u02BC,tʼ,,,viegas2005c,tʼ
2878,GununYajich,ts_u0074u0073u02BC,tsʼ,,,viegas2005c,tsʼ
2879,GununYajich,ts_u0288u0282u02BC,ʈʂʼ,,,viegas2005c,ʈʂʼ
2880,GununYajich,k_u006Bu02BC,kʼ,,,viegas2005c,kʼ
2881,GununYajich,p_u0070,p,,,viegas2005c,p
2882,GununYajich,b_u0062,b,,,viegas2005c,b
2883,GununYajich,t_u0074,t,,,viegas2005c,t
2884,GununYajich,d_u0064,d,,,viegas2005c,d
2885,GununYajich,ts_u0074u0073,ts,,,viegas2005c,ts
2886,GununYajich,ts_u0288u0282,ʈʂ,,,viegas2005c,ʈʂ
2887,GununYajich,k_u006B,k,,,viegas2005c,k
2888,GununYajich,g_u0261,ɡ,,,viegas2005c,ɡ
2889,GununYajich,q_u0071,q,,,viegas2005c,q
2890,GununYajich,_u0294,ʔ,,,viegas2005c,ʔ
2891,GununYajich,s_u0073,s,,,viegas2005c,s
2892,GununYajich,s_u0282,ʂ,,,viegas2005c,ʂ
2893,GununYajich,x_u0078,x,,,viegas2005c,x
2894,GununYajich,m_u006D,m,,,viegas2005c,m
2895,GununYajich,n_u006E,n,,,viegas2005c,n
2896,GununYajich,j_u006A,j,,,viegas2005c,j
2897,GununYajich,w_u0077,w,,,viegas2005c,w
2898,GununYajich,r_u027E,ɾ,,,viegas2005c,ɾ
2899,GununYajich,l_u026C,ɬ,,,viegas2005c,ɬ
2900,GununYajich,l_u006C,l,,,viegas2005c,l
2901,GununYajich,y_u028E,ʎ,,,viegas2005c,ʎ
2902,GununYajich,i_u0069,i,,,viegas2005c,i
2903,GununYajich,i_u0268,ɨ,,,viegas2005c,ɨ
2904,GununYajich,u_u0075,u,,,viegas2005c,u
2905,GununYajich,e_u0065,e,,,viegas2005c,e
2906,GununYajich,o_u006F,o,,,viegas2005c,o
2907,GununYajich,a_u0061,a,,,viegas2005c,a
2908,Hixkaryana,p_u0070,p,,,derbyshire1985a,p
2909,Hixkaryana,t_u0074,t,,,derbyshire1985a,t
2910,Hixkaryana,ts_u0074u0283,tʃ,,,derbyshire1985a,tʃ
2911,Hixkaryana,k_u006B,k,,,derbyshire1985a,k
2912,Hixkaryana,b_u0062,b,,,derbyshire1985a,b
2913,Hixkaryana,d_u0064,d,,,derbyshire1985a,d
2914,Hixkaryana,dj_u0064u02B2,dʲ,,,derbyshire1985a,dʲ
2915,Hixkaryana,f_u0278,ɸ,,,derbyshire1985a,ɸ
2916,Hixkaryana,s_u0073,s,,,derbyshire1985a,s
2917,Hixkaryana,s_u0283,ʃ,,,derbyshire1985a,ʃ
2918,Hixkaryana,h_u0068,h,,,derbyshire1985a,h
2919,Hixkaryana,m_u006D,m,,,derbyshire1985a,m
2920,Hixkaryana,n_u006E,n,,,derbyshire1985a,n
2921,Hixkaryana,n_u0272,ɲ,,,derbyshire1985a,ɲ
2922,Hixkaryana,j_u006A,j,,,derbyshire1985a,j
2923,Hixkaryana,w_u0077,w,,,derbyshire1985a,w
2924,Hixkaryana,r_u027E,ɾ,,,derbyshire1985a,ɾ
2925,Hixkaryana,r_u027A,ɺ,,,derbyshire1985a,ɺ
2926,Hixkaryana,i_u0268,ɨ,,,derbyshire1985a,ɨ
2927,Hixkaryana,u_u0075,u,,,derbyshire1985a,u
2928,Hixkaryana,e_u0065,e,,,derbyshire1985a,e
2929,Hixkaryana,o_u006F,o,,,derbyshire1985a,o
2930,Hixkaryana,a_u0061,a,,,derbyshire1985a,a
2931,Hoti,hb_u02B0u0062,ʰb,,,d1985a,ʰb
2932,Hoti,b_u0062,b,,,d1985a,b
2933,Hoti,t_u0074,t,,,d1985a,t
2934,Hoti,ht_u02B0u0074,ʰt,,,d1985a,ʰt
2935,Hoti,hd_u02B0u0064,ʰd,,,d1985a,ʰd
2936,Hoti,d_u0064,d,,,d1985a,d
2937,Hoti,c_u0063,c,,,d1985a,c
2938,Hoti,hc_u02B0u0063,ʰc,,,d1985a,ʰc
2939,Hoti,hj_u02B0u025F,ʰɟ,,,d1985a,ʰɟ
2940,Hoti,j_u025F,ɟ,,,d1985a,ɟ
2941,Hoti,k_u006B,k,,,d1985a,k
2942,Hoti,hk_u02B0u006B,ʰk,,,d1985a,ʰk
2943,Hoti,hkw_u02B0u006Bu02B7,ʰkʷ,,,d1985a,ʰkʷ
2944,Hoti,kw_u006Bu02B7,kʷ,,,d1985a,kʷ
2945,Hoti,h_u0068,h,,,d1985a,h
2946,Hoti,hj_u02B0u006A,ʰj,,,d1985a,ʰj
2947,Hoti,j_u006A,j,,,d1985a,j
2948,Hoti,hw_u02B0u0077,ʰw,,,d1985a,ʰw
2949,Hoti,w_u0077,w,,,d1985a,w
2950,Hoti,hr_u02B0u027E,ʰɾ,,,d1985a,ʰɾ
2951,Hoti,r_u027E,ɾ,,,d1985a,ɾ
2952,Hoti,i_u0069,i,,,d1985a,i
2953,Hoti,i_u0069u0303,ĩ,,,d1985a,ĩ
2954,Hoti,i_u0268,ɨ,,,d1985a,ɨ
2955,Hoti,i_u0268u0303,ɨ̃,,,d1985a,ɨ̃
2956,Hoti,u_u0075,u,,,d1985a,u
2957,Hoti,u_u0075u0303,ũ,,,d1985a,ũ
2958,Hoti,e_u0065,e,,,d1985a,e
2959,Hoti,e_u0065u0303,ẽ,,,d1985a,ẽ
2960,Hoti,e_u0258,ɘ,,,d1985a,ɘ
2961,Hoti,o_u006F,o,,,d1985a,o
2962,Hoti,o_u006Fu0303,õ,,,d1985a,õ
2963,Hoti,_u0259u0303u02D0,ə̃ː,,,d1985a,ə̃ː
2964,Hoti,a_u0061,a,,,d1985a,a
2965,Hoti,a_u0061u0303,ã,,,d1985a,ã
2966,HuallagaHQ,p_u0070,p,,,weber1989a,p
2967,HuallagaHQ,t_u0074,t,,,weber1989a,t
2968,HuallagaHQ,ts_u0074u0283,tʃ,,,weber1989a,tʃ
2969,HuallagaHQ,k_u006B,k,,,weber1989a,k
2970,HuallagaHQ,q_u0071,q,,,weber1989a,q
2971,HuallagaHQ,s_u0073,s,,,weber1989a,s
2972,HuallagaHQ,s_u0283,ʃ,,,weber1989a,ʃ
2973,HuallagaHQ,h_u0068,h,,,weber1989a,h
2974,HuallagaHQ,m_u006D,m,,,weber1989a,m
2975,HuallagaHQ,n_u006E,n,,,weber1989a,n
2976,HuallagaHQ,n_u0272,ɲ,,,weber1989a,ɲ
2977,HuallagaHQ,j_u006A,j,,,weber1989a,j
2978,HuallagaHQ,w_u0077,w,,,weber1989a,w
2979,HuallagaHQ,r_u027E,ɾ,,,weber1989a,ɾ
2980,HuallagaHQ,l_u006C,l,,,weber1989a,l
2981,HuallagaHQ,y_u028E,ʎ,,,weber1989a,ʎ
2982,HuallagaHQ,i_u0069,i,,,weber1989a,i
2983,HuallagaHQ,i_u0069u02D0,iː,,,weber1989a,iː
2984,HuallagaHQ,u_u0075,u,,,weber1989a,u
