Abipon	p
Abipon	t
Abipon	c
Abipon	k
Abipon	q
Abipon	ɣ
Abipon	ʁ
Abipon	h
Abipon	m
Abipon	n
Abipon	ɲ
Abipon	ɾ
Abipon	l
Abipon	i
Abipon	iː
Abipon	e
Abipon	eː
Abipon	ə
Abipon	əː
Abipon	o
Abipon	oː
Abipon	a
Abipon	aː
Achagua	p
Achagua	b
Achagua	t
Achagua	d
Achagua	k
Achagua	kʷ
Achagua	ʔ
Achagua	ts
Achagua	tʃ
Achagua	s
Achagua	ʃ
Achagua	ʒ
Achagua	h
Achagua	m
Achagua	n
Achagua	j
Achagua	w
Achagua	ɾ
Achagua	l
Achagua	i
Achagua	iː
Achagua	u
Achagua	uː
Achagua	e
Achagua	eː
Achagua	o
Achagua	oː
Achagua	a
Achagua	aː
Ache	p
Ache	b
Ache	t
Ache	d
Ache	tʃ
Ache	dʒ
Ache	k
Ache	ɡ
Ache	ʔ
Ache	mb
Ache	nd
Ache	ndʒ
Ache	ŋɡ
Ache	ɸ
Ache	β
Ache	v
Ache	m
Ache	n
Ache	ɲ
Ache	j
Ache	w
Ache	ɾ
Ache	i
Ache	ĩ
Ache	ɨ
Ache	ɨ̃
Ache	u
Ache	ũ
Ache	e
Ache	ẽ
Ache	o
Ache	õ
Ache	a
Ache	ã
Achuar	p
Achuar	t
Achuar	k
Achuar	ʔ
Achuar	ts
Achuar	tʃ
Achuar	s
Achuar	ʃ
Achuar	x
Achuar	m
Achuar	n
Achuar	ŋ
Achuar	j
Achuar	w
Achuar	ɾ
Achuar	i
Achuar	ĩ
Achuar	iː
Achuar	ɨ
Achuar	ɨ̃
Achuar	ɨː
Achuar	u
Achuar	ũ
Achuar	uː
Achuar	a
Achuar	ã
Achuar	aː
Aguaruna	p
Aguaruna	t
Aguaruna	k
Aguaruna	ʔ
Aguaruna	ts
Aguaruna	tʃ
Aguaruna	s
Aguaruna	ʃ
Aguaruna	h
Aguaruna	m
Aguaruna	n
Aguaruna	β̞
Aguaruna	j
Aguaruna	ɰ
Aguaruna	ɾ
Aguaruna	i
Aguaruna	ĩ
Aguaruna	ɨ
Aguaruna	ɨ̃
Aguaruna	u
Aguaruna	ũ
Aguaruna	a
Aguaruna	ã
Aikana	p
Aikana	t
Aikana	tˣ
Aikana	k
Aikana	ʔ
Aikana	b
Aikana	d
Aikana	ts
Aikana	m
Aikana	n
Aikana	ɲ
Aikana	ð̞
Aikana	j
Aikana	w
Aikana	ɾ
Aikana	i
Aikana	ĩ
Aikana	y
Aikana	u
Aikana	ũ
Aikana	e
Aikana	ẽ
Aikana	o
Aikana	a
Aikana	ã
Aiwa	p
Aiwa	t
Aiwa	kʲ
Aiwa	k
Aiwa	kʷ
Aiwa	ʔ
Aiwa	ts
Aiwa	tʃ
Aiwa	s
Aiwa	ʃ
Aiwa	h
Aiwa	m
Aiwa	n
Aiwa	j
Aiwa	w
Aiwa	ɾ
Aiwa	l
Aiwa	i
Aiwa	ĩ
Aiwa	ɨ
Aiwa	u
Aiwa	ũ
Aiwa	e
Aiwa	o
Aiwa	õ
Aiwa	a
Aiwa	ã
Akuntsu	p
Akuntsu	t
Akuntsu	k
Akuntsu	kʷ
Akuntsu	ʔ
Akuntsu	m
Akuntsu	n
Akuntsu	ŋ
Akuntsu	j
Akuntsu	w
Akuntsu	ɾ
Akuntsu	i
Akuntsu	ĩ
Akuntsu	ɨ
Akuntsu	ɨ̃
Akuntsu	u
Akuntsu	ũ
Akuntsu	ɛ
Akuntsu	ɛ̃
Akuntsu	ɔ
Akuntsu	a
Akuntsu	ã
Akurio	p
Akurio	t
Akurio	tʃ
Akurio	k
Akurio	ʔ
Akurio	m
Akurio	n
Akurio	j
Akurio	w
Akurio	ɾ
Akurio	i
Akurio	iː
Akurio	ɨ
Akurio	ɨː
Akurio	u
Akurio	uː
Akurio	e
Akurio	eː
Akurio	ə
Akurio	əː
Akurio	o
Akurio	oː
Akurio	a
Akurio	aː
AlacalufeC	pʼ
AlacalufeC	tʼ
AlacalufeC	tʃʼ
AlacalufeC	kʼ
AlacalufeC	p
AlacalufeC	t
AlacalufeC	tʃ
AlacalufeC	k
AlacalufeC	q
AlacalufeC	f
AlacalufeC	s
AlacalufeC	h
AlacalufeC	n
AlacalufeC	j
AlacalufeC	w
AlacalufeC	ɾ
AlacalufeC	ɬ
AlacalufeC	l
AlacalufeC	i
AlacalufeC	u
AlacalufeC	e
AlacalufeC	o
AlacalufeC	æ
AlacalufeC	a
AlacalufeS	pʼ
AlacalufeS	tʼ
AlacalufeS	tʃʼ
AlacalufeS	kʼ
AlacalufeS	p
AlacalufeS	t
AlacalufeS	tʃ
AlacalufeS	k
AlacalufeS	q
AlacalufeS	f
AlacalufeS	s
AlacalufeS	h
AlacalufeS	m
AlacalufeS	n
AlacalufeS	j
AlacalufeS	w
AlacalufeS	ɾ
AlacalufeS	ɬ
AlacalufeS	l
AlacalufeS	i
AlacalufeS	u
AlacalufeS	e
AlacalufeS	o
AlacalufeS	æ
AlacalufeS	a
Amahuaca	p
Amahuaca	t
Amahuaca	k
Amahuaca	ʔ
Amahuaca	ts
Amahuaca	tʃ
Amahuaca	s
Amahuaca	ʃ
Amahuaca	x
Amahuaca	h
Amahuaca	m
Amahuaca	n
Amahuaca	j
Amahuaca	w
Amahuaca	ɾ
Amahuaca	i
Amahuaca	ĩ
Amahuaca	ɨ
Amahuaca	ɨ̃
Amahuaca	o
Amahuaca	õ
Amahuaca	a
Amahuaca	ã
Amarakaeri	p
Amarakaeri	t
Amarakaeri	k
Amarakaeri	ʔ
Amarakaeri	mb
Amarakaeri	nd
Amarakaeri	ŋɡ
Amarakaeri	s
Amarakaeri	x
Amarakaeri	m
Amarakaeri	n
Amarakaeri	ŋ
Amarakaeri	j
Amarakaeri	w
Amarakaeri	ɾ
Amarakaeri	i
Amarakaeri	ĩ
Amarakaeri	iː
Amarakaeri	ĩː
Amarakaeri	ɨ
Amarakaeri	ɨː
Amarakaeri	e
Amarakaeri	ẽ
Amarakaeri	eː
Amarakaeri	ẽː
Amarakaeri	o
Amarakaeri	õ
Amarakaeri	oː
Amarakaeri	õː
Amarakaeri	a
Amarakaeri	ã
Amarakaeri	aː
Amarakaeri	ãː
Amundava	p
Amundava	t
Amundava	tʃ
Amundava	k
Amundava	kʷ
Amundava	ʔ
Amundava	β
Amundava	h
Amundava	m
Amundava	n
Amundava	ɲ
Amundava	ŋ
Amundava	ŋʷ
Amundava	ɾ
Amundava	i
Amundava	ĩ
Amundava	ɨ
Amundava	ɨ̃
Amundava	u
Amundava	ũ
Amundava	e
Amundava	ẽ
Amundava	o
Amundava	õ
Amundava	a
Amundava	ã
AncashQ	p
AncashQ	t
AncashQ	k
AncashQ	q
AncashQ	ts
AncashQ	tʃ
